id,lat,lon,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,frp
2e399193-46f7-3023-974d-ce24e1ab1589,-22.67445,-42.85806,2023-01-19 3:46:00,NOAA-20,ITABORAÍ,RIO DE JANEIRO,Brasil,3301900,33,33,2,0,-999,Mata Atlântica,1.2
aa23cbcb-c1db-3396-90d0-5f9038855783,-22.85538,-42.97967,2023-01-19 3:46:00,NOAA-20,SÃO GONÇALO,RIO DE JANEIRO,Brasil,3304904,33,33,-999,0,0.65,Mata Atlântica,0.6
68d819d8-1712-31ab-a0a5-87e3b582c296,-22.93629,-42.27348,2023-01-19 17:06:00,NPP-375,ARRAIAL DO CABO,RIO DE JANEIRO,Brasil,3300258,33,33,5,0,0.67,Mata Atlântica,10.9
eaee9a51-3531-310d-9a17-fc4f17099d72,-22.39144,-43.63573,2023-01-19 17:06:00,NPP-375,VASSOURAS,RIO DE JANEIRO,Brasil,3306206,33,33,3,2.24,0.03,Mata Atlântica,3.4
968b9253-ba2e-3974-a427-cdc5dee8a8b0,-22.39057,-43.63867,2023-01-19 17:06:00,NPP-375,VASSOURAS,RIO DE JANEIRO,Brasil,3306206,33,33,3,2.24,0.03,Mata Atlântica,3.6
467b206e-5898-30f9-a25e-6233ecb155b6,-21.94772,-41.0765,2023-01-19 17:06:00,NPP-375,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,Brasil,3301009,33,33,7,0,0.81,Mata Atlântica,2.6
ea27a2e3-5490-3703-8615-63a62723352c,-21.28683,-41.35442,2023-01-19 17:06:00,NPP-375,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,Brasil,3301009,33,33,6,0.1,0.08,Mata Atlântica,1.8
b0d2027c-63bf-30b7-8ea4-12371a3c0905,-22.857948,-43.761421,2023-01-20 1:22:01,NOAA-18D,ITAGUAÍ,RIO DE JANEIRO,Brasil,3302007,33,33,5,13.36,-999,Mata Atlântica,
e8b05aa4-2c2d-37af-a57a-4841fe8c59a9,-22.78478,-43.75549,2023-01-20 4:21:00,NPP-375D,SEROPÉDICA,RIO DE JANEIRO,Brasil,3305554,33,33,4,10.45,-999,Mata Atlântica,1.1
f3d6b8a8-cf2e-3fec-8890-71fae4c58d67,-22.67467,-42.85813,2023-01-20 4:21:00,NPP-375D,ITABORAÍ,RIO DE JANEIRO,Brasil,3301900,33,33,2,7.77,-999,Mata Atlântica,1
